Cust_ID,FName,LName,UserEmail,JoinDate,AmountSpent
1523,Frank,Green,customer933@test.com,2025-07-22,1265.83
1581,Eve,Green,customer934@test.com,2025-07-23,1739.3
1528,Eve,Black,customer935@test.com,2025-07-24,2499.51
1882,Eve,Gray,customer936@test.com,2025-07-25,2414.46
1146,Heidi,Gray,customer937@test.com,2025-07-26,2600.61
1665,Grace,Gray,customer938@test.com,2025-07-27,188.26
1303,Eve,Black,customer939@test.com,2025-07-28,2079.23
1619,Eve,Green,customer940@test.com,2025-07-29,428.56
1747,Eve,Gray,customer941@test.com,2025-07-30,1253.3
1819,Grace,Gray,customer942@test.com,2025-07-31,1650.28
1863,Heidi,White,customer943@test.com,2025-08-01,1214.19
1581,Frank,Gray,customer944@test.com,2025-08-02,1563.64
1694,Heidi,Green,customer945@test.com,2025-08-03,2989.61
1761,Eve,Green,customer946@test.com,2025-08-04,414.3
1227,Heidi,White,customer947@test.com,2025-08-05,2029.61
1101,Heidi,Gray,customer948@test.com,2025-08-06,1194.04
1586,Frank,Gray,customer949@test.com,2025-08-07,407.7
1416,Grace,Gray,customer950@test.com,2025-08-08,484.62
1957,Grace,Black,customer951@test.com,2025-08-09,2848.33
1215,Heidi,Gray,customer952@test.com,2025-08-10,2640.01
1406,Heidi,Green,customer953@test.com,2025-08-11,2722.06
1398,Grace,Green,customer954@test.com,2025-08-12,2974.68
1922,Grace,Black,customer955@test.com,2025-08-13,632.86
1714,Frank,Black,customer956@test.com,2025-08-14,1072.76
1703,Eve,Gray,customer957@test.com,2025-08-15,2010.96
1760,Heidi,White,customer958@test.com,2025-08-16,1456.57
1498,Grace,Black,customer959@test.com,2025-08-17,1260.98
1753,Heidi,Black,customer960@test.com,2025-08-18,1079.86
1464,Heidi,Gray,customer961@test.com,2025-08-19,1785.4
1690,Grace,Gray,customer962@test.com,2025-08-20,1731.02
1948,Frank,Black,customer963@test.com,2025-08-21,492.76
1973,Heidi,White,customer964@test.com,2025-08-22,1420.5
1730,Frank,Black,customer965@test.com,2025-08-23,1664.88
1081,Grace,Gray,customer966@test.com,2025-08-24,1715.16
1603,Eve,Gray,customer967@test.com,2025-08-25,638.22
1946,Eve,Black,customer968@test.com,2025-08-26,2229.39
1686,Heidi,White,customer969@test.com,2025-08-27,85.35
1750,Grace,Black,customer970@test.com,2025-08-28,1070.95
1771,Frank,Black,customer971@test.com,2025-08-29,2342.84
1902,Heidi,Gray,customer972@test.com,2025-08-30,1696.04
1364,Grace,White,customer973@test.com,2025-08-31,790.88
1162,Grace,Green,customer974@test.com,2025-09-01,2087.91
1047,Frank,White,customer975@test.com,2025-09-02,1706.5
1510,Heidi,Black,customer976@test.com,2025-09-03,2390.77
1328,Grace,Black,customer977@test.com,2025-09-04,2207.73
1839,Grace,Black,customer978@test.com,2025-09-05,1834.22
1115,Grace,White,customer979@test.com,2025-09-06,1469.65
1940,Frank,Gray,customer980@test.com,2025-09-07,408.21
1848,Heidi,Black,customer981@test.com,2025-09-08,791.39
1336,Heidi,Black,customer982@test.com,2025-09-09,1263.11
1880,Heidi,White,customer983@test.com,2025-09-10,1801.9
1736,Heidi,Green,customer984@test.com,2025-09-11,1545.99
1863,Eve,Green,customer985@test.com,2025-09-12,871.67
1839,Eve,Gray,customer986@test.com,2025-09-13,29.33
1146,Heidi,Gray,customer987@test.com,2025-09-14,1493.76
1574,Frank,Black,customer988@test.com,2025-09-15,864.02
1805,Eve,White,customer989@test.com,2025-09-16,2206.48
1322,Grace,Black,customer990@test.com,2025-09-17,81.6
1442,Eve,Gray,customer991@test.com,2025-09-18,1758.64
1836,Grace,White,customer992@test.com,2025-09-19,2825.01
1012,Heidi,White,customer993@test.com,2025-09-20,531.48
1942,Eve,Gray,customer994@test.com,2025-09-21,1420.23
1493,Frank,Green,customer995@test.com,2025-09-22,283.35
1700,Eve,Green,customer996@test.com,2025-09-23,1880.79
1286,Eve,White,customer997@test.com,2025-09-24,1656.09
1719,Eve,Black,customer998@test.com,2025-09-25,1228.02
1113,Heidi,Green,customer999@test.com,2025-09-26,1568.92
